"459263497,2025-09-13T17:22:08Z,1404/06/22 20:52,MAT,matt,twit,#شاخص_بورس فردا خودرو و بانکی مثبت بازار چرخشی.... البته پتروشیمی هنوز مثبت می مونه"
"459263491,2025-09-13T17:19:51Z,1404/06/22 20:49,MAT,matt,twit,#ختور اسم روشه رادیاتور...... بیشتر برای زمستون...  فروش و تقاضا بالاست در این فصل... الان رشد نکنه پس قرار کی رشد کنه خوب"
"459263460,2025-09-13T17:14:40Z,1404/06/22 20:44,Da,davoodroghani,twit,#شاراک 5000 تومن سهم خریدیم شده 600 تومن."
"459263457,2025-09-13T17:14:40Z,1404/06/22 20:44,محمود,taredar,twit,#کهمدا این شرکت،مصارف،ارزی،بابت خریدماشین آلات،درگزارش ماهانه که منتشرمیکنه،بیشترازدرآمد،ارزی،که بابت فروش صادراتی داره،مگه هرماه این شرکت خریدماشین آلات داره"
"459263408,2025-09-13T17:09:58Z,1404/06/22 20:39,آرمان سعیدی,arman5559,quote,همه پشت صحنه با هم هستند. ما ها سرکاریم."
"459263397,2025-09-13T17:09:39Z,1404/06/22 20:39,سید پرویز گبیر,cbidf,pull,#نظرسنجی #ثعمرا هدف هزار ساله ثعمرا"
"459263387,2025-09-13T17:07:51Z,1404/06/22 20:37,سید پرویز گبیر,cbidf,pull,#نظرسنجی #ثعمرا هدف ۱۰۰ ساله ثعمرا"
"459263371,2025-09-13T17:06:25Z,1404/06/22 20:36,سید پرویز گبیر,cbidf,pull,#نظرسنجی #ثعمرا \n\nهدف ۱۰ ساله ثعمرا"
"459263364,2025-09-13T17:04:41Z,1404/06/22 20:34,مهران احمدی,plmzaq,twit,#خساپا فردا متعادلتر معامله میشه وساپا ورنا هم احتمالا برگشت میزنن"
"459263337,2025-09-13T17:01:15Z,1404/06/22 20:31,مهران احمدی,plmzaq,twit,#وساپا هردم از این باغ خبری میرسد انشالله فردا صف به صف میشه امروزم ۲۶ میل هم معامله شد که نشانه با ارزش بودن سهم وداشتن طرفداران زیاد دست به ماشه برای خرید هستن ومنتظر یک خبر خوب هستن این سهم یه جوری هستش که صف خریدش لحظهای هستش بعد قفل صف میشه"
